;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;Amundi ETF;;;;;;
;;;;;;;
;TITOLI DETENUTI DAL FONDO;;;;;;
;;;;;;;
;Nome del fondo;Amundi Stoxx Europe 600 UCITS ETF Acc;;;;;
;Codice ISIN;LU0908500753;;;;;
;Metodologia di Replica;Physical;;;;;
;;;;;;;
;Attivi in gestione nel fondo al 23/05/2025;12.154,63 mln EUR;;;;;
;Valuta di riferimento;EUR;;;;;
;;;;;;;
;Si prega di notare che i dati relativi ai titoli detenuti a livello del fondo possono cambiare quotidianamente. Dati ritenuti esatti al 23/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;;
;;;;;;;
;Codice ISIN;Nome;Asset class;Valuta;Peso;Settore;Paese
;NL0015001FS8;FERROVIAL SE;EQUITY;EUR; 0.20%;Industrali;Spagna
;FI0009013403;KONE OYJ-B;EQUITY;EUR; 0.20%;Industrali;Finlandia
;NL0015000IY2;UNIVERSAL MUSIC GROUP NV;EQUITY;EUR; 0.20%;Servizi di comunicazione;Paesi Bassi
;FR0000130577;PUBLICIS GROUPE SA;EQUITY;EUR; 0.20%;Servizi di comunicazione;Francia
;FR0000124141;VEOLIA ENVIRONNEMENT;EQUITY;EUR; 0.19%;Beni di pubblica utilità;Francia
;NL0000009165;HEINEKEN NV;EQUITY;EUR; 0.19%;Beni di prima necessità;Paesi Bassi
;NL0000334118;ASM INTERNATIONAL NV;EQUITY;EUR; 0.19%;Information Technology;Paesi Bassi
;DE0007037129;RWE AG;EQUITY;EUR; 0.19%;Beni di pubblica utilità;Germania
;DE0005190003;BAYERISCHE MOTOREN WERKE AG;EQUITY;EUR; 0.19%;Beni voluttuari;Germania
;SE0000108656;ERICSSON LM-B SHS;EQUITY;SEK; 0.19%;Information Technology;Svezia
;AT0000652011;ERSTE GROUP BANK;EQUITY;EUR; 0.19%;Finanziari;Austria
;DK0060336014;NOVONESIS (NOVOZYMES) B;EQUITY;DKK; 0.19%;Materiali;Dinamarca
;CH0030170408;GEBERIT AG-REG;EQUITY;CHF; 0.18%;Industrali;Svizzera
;SE0000242455;SWEDBANK AB;EQUITY;SEK; 0.18%;Finanziari;Svezia
;SE0012853455;EQT AB;EQUITY;SEK; 0.18%;Finanziari;Svezia
;NO0010161896;DNB BANK ASA;EQUITY;NOK; 0.18%;Finanziari;Norvegia
;IT0003856405;LEONARDO SPA;EQUITY;EUR; 0.18%;Industrali;Italia
;DE000DTR0CK8;DAIMLER TRUCK HOLDING AG;EQUITY;EUR; 0.18%;Industrali;Germania
;SE0000667891;SANDVIK AB;EQUITY;SEK; 0.18%;Industrali;Svezia
;DE000A1ML7J1;VONOVIA SE;EQUITY;EUR; 0.17%;Immobiliare;Germania
;FR0000045072;CREDIT AGRICOLE SA;EQUITY;EUR; 0.17%;Finanziari;Francia
;BE0003739530;UCB SA;EQUITY;EUR; 0.17%;Sanità;Belgio
;DE0007664039;VOLKSWAGEN AG-PFD;EQUITY;EUR; 0.17%;Beni voluttuari;Germania
;GB00BH4HKS39;VODAFONE GROUP PLC;EQUITY;GBP; 0.17%;Servizi di comunicazione;Regno Unito
;GB00BPQY8M80;AVIVA PLC;EQUITY;GBP; 0.17%;Finanziari;Regno Unito
;BE0003565737;KBC GROUP NV;EQUITY;EUR; 0.17%;Finanziari;Belgio
;NO0010096985;EQUINOR ASA;EQUITY;NOK; 0.17%;Energia;Norvegia
;CH1243598427;SANDOZ GROUP AG;EQUITY;CHF; 0.17%;Sanità;Svizzera
;SE0015961909;HEXAGON AB-B SHS;EQUITY;SEK; 0.16%;Information Technology;Svezia
;DE000A0D9PT0;MTU AERO ENGINES AG;EQUITY;EUR; 0.16%;Industrali;Germania
;ES0178430E18;TELEFONICA SA;EQUITY;EUR; 0.16%;Servizi di comunicazione;Spagna
;NL00150001Q9;STELLANTIS MILAN;EQUITY;EUR; 0.16%;Beni voluttuari;Italia
;DE0005785604;FRESENIUS SE & CO KGAA;EQUITY;EUR; 0.16%;Sanità;Germania
;FR0000120693;PERNOD RICARD;EQUITY;EUR; 0.16%;Beni di prima necessità;Francia
;SE0007100599;SVENSKA HANDELSBKN SER A;EQUITY;SEK; 0.16%;Finanziari;Svezia
;GB0032089863;NEXT PLC;EQUITY;GBP; 0.15%;Beni voluttuari;Regno Unito
;CH1216478797;DSM-FIRMENICH AG;EQUITY;EUR; 0.15%;Materiali;Paesi Bassi
;ES0105046009;AENA SME SA;EQUITY;EUR; 0.15%;Industrali;Spagna
;FR0000053951;AIR LIQUIDE PRIME FIDELITE;EQUITY;EUR; 0.15%;Materiali;Francia
;GB0005603997;LEGAL & GENERAL GROUP PLC;EQUITY;GBP; 0.15%;Finanziari;Regno Unito
;DE0008402215;HANNOVER RUECK SE;EQUITY;EUR; 0.14%;Finanziari;Germania
;NL0000009082;KONINKLIJKE KPN NV;EQUITY;EUR; 0.14%;Servizi di comunicazione;Paesi Bassi
;ES0105066007;CELLNEX TELECOM SA;EQUITY;EUR; 0.14%;Servizi di comunicazione;Spagna
;GB00BHJYC057;INTERCONTINENTAL HOTELS GROU;EQUITY;GBP; 0.14%;Beni voluttuari;Regno Unito
;CH0008742519;SWISSCOM AG-REG;EQUITY;CHF; 0.14%;Servizi di comunicazione;Svizzera
;IT0004176001;PRYSMIAN SPA;EQUITY;EUR; 0.14%;Industrali;Italia
;IE0004906560;KERRY GROUP PLC-A;EQUITY;EUR; 0.14%;Beni di prima necessità;Irlanda
;NL0000009538;KONINKLIJKE PHILIPS NV;EQUITY;EUR; 0.14%;Sanità;Paesi Bassi
;SE0009922164;ESSITY AKTIEBOLAG - B;EQUITY;SEK; 0.13%;Beni di prima necessità;Svezia
;NL0000226223;STMICROELECTRONICS/PARIS;EQUITY;EUR; 0.13%;Information Technology;Italia
;DE0006599905;MERCK KGAA;EQUITY;EUR; 0.13%;Sanità;Germania
;FR0011149590;L OREAL PRIME FIDELITE;EQUITY;EUR; 0.13%;Beni di prima necessità;Francia
;GB00B8C3BL03;SAGE GROUP PLC;EQUITY;GBP; 0.13%;Information Technology;Regno Unito
;PLPKO0000016;PKO BANK POLSKI;EQUITY;PLN; 0.13%;Finanziari;Polonia
;DE000SHL1006;SIEMENS HEALTHINEERS AG;EQUITY;EUR; 0.13%;Sanità;Germania
;ES0113860A34;BANCO DE SABADELL SA;EQUITY;EUR; 0.13%;Finanziari;Spagna
;SE0021921269;SAAB AB-B;EQUITY;SEK; 0.12%;Industrali;Svezia
;CH0010570767;CHOCOLADEFABRIKEN LINDT-PC;EQUITY;CHF; 0.12%;Beni di prima necessità;Svizzera
;CH0012549785;SONOVA HOLDING;EQUITY;CHF; 0.12%;Sanità;Svizzera
;CH1256740924;SGS SA-REG;EQUITY;CHF; 0.12%;Industrali;Svizzera
;NL0010773842;NN GROUP NV;EQUITY;EUR; 0.12%;Finanziari;Paesi Bassi
;DK0061539921;VESTAS WIND SYSTEMS A/S;EQUITY;DKK; 0.12%;Industrali;Dinamarca
;GB0004052071;HALMA PLC;EQUITY;GBP; 0.12%;Information Technology;Regno Unito
;CH1175448666;STRAUMANN HOLDING AG-REG;EQUITY;CHF; 0.12%;Sanità;Svizzera
;DK0060252690;PANDORA A/S (DKK);EQUITY;DKK; 0.12%;Beni voluttuari;Dinamarca
